 #J,GB_v1,HB_v1,GB_v0,HB_v0
  1     0.00000000     0.00582363     0.00063131     0.00184757
  2     0.03758631     0.05090265     0.04302881     0.04482417
  3     0.17208950     0.09701198     0.12663821     0.11516387
  4     0.20099771     0.15582880     0.19544287     0.17224944
  5     0.25802962     0.20079053     0.18080950     0.19868989
  6     0.11371505     0.20943253     0.15147102     0.16230115
  7     0.14044761     0.12368398     0.12623347     0.12682959
  8     0.04135661     0.06149884     0.07566438     0.08010491
  9     0.01471531     0.05030251     0.05303594     0.04777303
 10     0.01290772     0.01815194     0.02777432     0.02272843
 11     0.00465691     0.01566290     0.01010871     0.01396856
 12     0.00101763     0.01089554     0.00236136     0.00929049
 13     0.00235932     0.00001416     0.00306033     0.00240346
 14     0.00011996     0.00000000     0.00310845     0.00060680
 15     0.00000073     0.00000000     0.00063131     0.00000000
 16     0.00000000     0.00000000     0.00000000     0.00121863
