 #J,GB,HB
  1     0.00000000     0.00049407
  2     0.02793362     0.03449995
  3     0.12110628     0.12840573
  4     0.18496768     0.16902178
  5     0.19335550     0.20007732
  6     0.19236592     0.17241128
  7     0.10382455     0.13110050
  8     0.08337130     0.07861251
  9     0.03943308     0.04680262
 10     0.02901606     0.01945039
 11     0.00484953     0.00953516
 12     0.01523169     0.00564974
 13     0.00413392     0.00246063
 14     0.00041087     0.00147832
 15     0.00000000     0.00000000
 16     0.00000000     0.00000000
