 #J,GB,HB
  1     0.00000000     0.00030414
  2     0.03167089     0.04139976
  3     0.10629374     0.11834093
  4     0.18382845     0.18928722
  5     0.17670579     0.19914728
  6     0.23560644     0.17890101
  7     0.09360248     0.10740715
  8     0.09905354     0.07977148
  9     0.03291458     0.03541782
 10     0.03647199     0.02585021
 11     0.00149034     0.01359475
 12     0.00220915     0.00573813
 13     0.00005525     0.00182271
 14     0.00000000     0.00088244
 15     0.00009736     0.00151857
 16     0.00000000     0.00031807
