 #J,GB,HB
  1     0.00011983     0.00139810
  2     0.06068936     0.03871036
  3     0.12104242     0.12386438
  4     0.14273927     0.18070373
  5     0.20307307     0.18926400
  6     0.20609721     0.17252339
  7     0.10370903     0.12102590
  8     0.07631963     0.08200634
  9     0.03079161     0.04610755
 10     0.01644900     0.01757753
 11     0.01948932     0.01400274
 12     0.00864809     0.00640487
 13     0.00196915     0.00258653
 14     0.00550187     0.00168047
 15     0.00336112     0.00214411
 16     0.00000000     0.00000000
