 #J,GB_v1,HB_v1,GB_v0,HB_v0
  1     0.00655540     0.00000000     0.00445525     0.00000000
  2     0.05654213     0.03505442     0.04206467     0.02989826
  3     0.16549492     0.18862564     0.10784787     0.10398047
  4     0.20065301     0.13944576     0.18056786     0.16089087
  5     0.16414351     0.20952347     0.19553093     0.20487850
  6     0.13723562     0.12687106     0.15575054     0.16946774
  7     0.12261735     0.14604350     0.11612036     0.13448665
  8     0.07541263     0.04748545     0.09042172     0.08020635
  9     0.01439311     0.02444584     0.06118186     0.05806531
 10     0.02765015     0.05335628     0.01708760     0.03142296
 11     0.02825796     0.02521090     0.02268861     0.01125206
 12     0.00104421     0.00000000     0.00375387     0.00573006
 13     0.00000000     0.00160032     0.00081699     0.00085034
 14     0.00000000     0.00098953     0.00073529     0.00497588
 15     0.00000000     0.00134783     0.00000000     0.00234657
 16     0.00000000     0.00000000     0.00000000     0.00081699
