 #J,GB_v1,HB_v1,GB_v0,HB_v0
  1     0.00048165     0.00000000     0.00132436     0.00083668
  2     0.04148393     0.04263197     0.03806663     0.04040715
  3     0.12573824     0.13212803     0.11230929     0.11673163
  4     0.17948169     0.18088029     0.16712457     0.18139487
  5     0.22982542     0.21657597     0.19815814     0.19341904
  6     0.16918680     0.19626275     0.17468719     0.16699519
  7     0.09987648     0.11405691     0.12558169     0.12970627
  8     0.09448880     0.06643067     0.08386685     0.07680630
  9     0.01876500     0.02465662     0.03984074     0.04894909
 10     0.01916024     0.00992284     0.03019262     0.01912134
 11     0.01117031     0.00548103     0.01568875     0.01083953
 12     0.00919934     0.01092396     0.00734505     0.00803615
 13     0.00112741     0.00000000     0.00270597     0.00294811
 14     0.00000261     0.00000725     0.00228448     0.00205857
 15     0.00001208     0.00002022     0.00039557     0.00135450
 16     0.00000000     0.00000000     0.00000000     0.00000000
