 #J,GB,HB
  1     0.00084272     0.00244501
  2     0.04876113     0.05042196
  3     0.11757304     0.13337744
  4     0.19983478     0.20023955
  5     0.22528948     0.19430981
  6     0.14371751     0.15760498
  7     0.11113868     0.11035134
  8     0.08565086     0.07668024
  9     0.03669437     0.04102180
 10     0.01028384     0.01826166
 11     0.01087345     0.00649619
 12     0.00793682     0.00407597
 13     0.00000000     0.00205829
 14     0.00129100     0.00183927
 15     0.00000053     0.00019747
 16     0.00011162     0.00019873
