 #J,GB_v1,HB_v1,GB_v0,HB_v0
  1     0.00041485     0.00000375     0.00136414     0.00041254
  2     0.03875852     0.02268881     0.03778202     0.03168022
  3     0.13572291     0.18597898     0.10811402     0.09617818
  4     0.20245862     0.19104064     0.15631327     0.17684953
  5     0.19979208     0.18400547     0.19849097     0.18558096
  6     0.15041894     0.12240041     0.16252990     0.17638357
  7     0.10322874     0.13599688     0.12887723     0.13783668
  8     0.08124362     0.08136322     0.08554785     0.09031888
  9     0.04392048     0.03521842     0.05427494     0.04378099
 10     0.03901142     0.00306060     0.03366796     0.02572461
 11     0.00497394     0.03610089     0.02037943     0.01530097
 12     0.00000475     0.00000006     0.00627693     0.00882789
 13     0.00000000     0.00203905     0.00232490     0.00718122
 14     0.00005114     0.00000000     0.00235879     0.00094467
 15     0.00000000     0.00010281     0.00083893     0.00171931
 16     0.00000000     0.00000000     0.00044484     0.00000000
