 #J,GB,HB
  1     0.00000000     0.00063452
  2     0.00772037     0.03299458
  3     0.00931336     0.09717135
  4     0.07981051     0.16142207
  5     0.12854624     0.20457447
  6     0.07604011     0.17674813
  7     0.07850406     0.12269335
  8     0.12626986     0.09025921
  9     0.13246352     0.05578985
 10     0.12619002     0.02320426
 11     0.04299637     0.01172776
 12     0.09596978     0.01041817
 13     0.02166042     0.00426932
 14     0.01689950     0.00384015
 15     0.00004750     0.00128556
