 #J,GB_v1,HB_v1,GB_v0,HB_v0
  1     0.00090271     0.00325201     0.00010246     0.00156340
  2     0.05775028     0.05276403     0.03273658     0.04094496
  3     0.16110960     0.07638481     0.11192811     0.09820923
  4     0.16981860     0.24002912     0.18103523     0.17998017
  5     0.11041530     0.21966369     0.18878014     0.18863446
  6     0.15599814     0.12545698     0.17144389     0.16152546
  7     0.11210043     0.12224629     0.12290844     0.13110601
  8     0.09867526     0.06570926     0.07692249     0.08349711
  9     0.04583091     0.02606560     0.04741423     0.05156682
 10     0.04749244     0.02144789     0.03828642     0.03019577
 11     0.00966277     0.00366665     0.01229700     0.01584804
 12     0.00777029     0.01651235     0.00841974     0.00741116
 13     0.01434878     0.02668163     0.00369840     0.00523144
 14     0.00000000     0.00011968     0.00156150     0.00164090
 15     0.00000000     0.00000000     0.00000000     0.00107743
 16     0.00000000     0.00000000     0.00051440     0.00105747
