 #J,GB_v1,HB_v1,GB_v0,HB_v0
  1     0.00000000     0.00485654     0.00017405     0.00174105
  2     0.05713145     0.03831401     0.03966711     0.03440933
  3     0.14980544     0.13452248     0.13459159     0.11972879
  4     0.24083226     0.18188174     0.19024304     0.18355674
  5     0.14967957     0.24603415     0.17132773     0.19989535
  6     0.17473847     0.21665456     0.17346198     0.17328185
  7     0.13254113     0.10466919     0.11391082     0.10868182
  8     0.03906648     0.04635698     0.08398065     0.08216390
  9     0.05285944     0.01897289     0.04217045     0.04827890
 10     0.00111978     0.00441184     0.02233008     0.02086881
 11     0.00114436     0.00001029     0.01558163     0.01404945
 12     0.00063662     0.00000063     0.00581639     0.00630144
 13     0.00044500     0.00331468     0.00282580     0.00417733
 14     0.00000000     0.00000000     0.00062814     0.00172653
 15     0.00000000     0.00000000     0.00060976     0.00113872
 16     0.00000000     0.00000000     0.00060976     0.00000000
