 #J,GB_v1,HB_v1,GB_v0,HB_v0
  1     0.00000000     0.00000000     0.00058962     0.00051440
  2     0.03699156     0.03003944     0.02244499     0.03239927
  3     0.09145680     0.08248841     0.09636214     0.09155504
  4     0.19374113     0.26382894     0.17440095     0.17438798
  5     0.20569394     0.13735707     0.17038066     0.19111666
  6     0.17657229     0.17756767     0.18549452     0.16413074
  7     0.07020712     0.11915839     0.13395054     0.14119065
  8     0.04534030     0.07284968     0.08566517     0.09554456
  9     0.09956004     0.04553277     0.05941283     0.04693585
 10     0.01191076     0.03494129     0.02629204     0.02402484
 11     0.03501385     0.02408062     0.02309782     0.01187619
 12     0.00679502     0.01061249     0.01177326     0.01442282
 13     0.00360057     0.00130355     0.00535893     0.00718853
 14     0.02148077     0.00018373     0.00291779     0.00121462
 15     0.00000000     0.00005595     0.00000000     0.00233442
 16     0.00163585     0.00000000     0.00185872     0.00116341
