 #J,GB_v1,HB_v1,GB_v0,HB_v0
  1     0.00038376     0.00000000     0.00020043     0.00040850
  2     0.05267956     0.02823912     0.03787743     0.03768605
  3     0.13841237     0.15329131     0.11167633     0.11631736
  4     0.22529904     0.17312859     0.18197574     0.18666441
  5     0.17887773     0.18421285     0.20059087     0.20428726
  6     0.15819768     0.17003594     0.17718285     0.16159386
  7     0.12923501     0.13737356     0.11345739     0.12052490
  8     0.05023671     0.07529508     0.08442809     0.07547265
  9     0.03712709     0.02222126     0.03865322     0.04732153
 10     0.01660815     0.04195584     0.02385186     0.02219563
 11     0.00195098     0.01420853     0.01461130     0.01538967
 12     0.00337774     0.00000000     0.00664833     0.00620682
 13     0.00381720     0.00003792     0.00389024     0.00427389
 14     0.00033051     0.00000000     0.00154351     0.00124897
 15     0.00001265     0.00000000     0.00116988     0.00040850
 16     0.00000000     0.00000000     0.00043860     0.00000000
