 #J,GB_v1,HB_v1,GB_v0,HB_v0
  1     0.00044964     0.00000000     0.00317993     0.00000000
  2     0.00470806     0.02126014     0.02479184     0.02151528
  3     0.06679735     0.11256081     0.09366759     0.08483377
  4     0.16772464     0.15451000     0.15318604     0.17216211
  5     0.24683820     0.15013124     0.17678559     0.17152657
  6     0.16603250     0.12865258     0.15246664     0.15389768
  7     0.15049243     0.09601660     0.14203290     0.13329761
  8     0.05970381     0.11349965     0.09819840     0.09409186
  9     0.08322730     0.12818835     0.07018013     0.06683076
 10     0.03072389     0.03281190     0.03462342     0.04193905
 11     0.00210626     0.00352989     0.01862944     0.02545685
 12     0.00813513     0.00751951     0.01228909     0.01478503
 13     0.00602012     0.01104415     0.00793418     0.00910155
 14     0.00117803     0.03203526     0.00323399     0.00487587
 15     0.00584248     0.00818036     0.00464086     0.00263996
 16     0.00002015     0.00005954     0.00234790     0.00159236
