 #J,GB,HB
  1     0.00003557     0.00123699
  2     0.04806560     0.04793843
  3     0.11990523     0.12752068
  4     0.21516403     0.19380081
  5     0.18299289     0.20044000
  6     0.17157836     0.16139550
  7     0.11889989     0.12094150
  8     0.06764991     0.07112756
  9     0.03706721     0.03611282
 10     0.01927513     0.01955207
 11     0.00832780     0.01036170
 12     0.00459624     0.00530285
 13     0.00288017     0.00161016
 14     0.00000497     0.00101135
 15     0.00003461     0.00102255
 16     0.00000059     0.00041565
