 #J,GB,HB
  1     0.00000190     0.00111607
  2     0.01252764     0.02752555
  3     0.06966287     0.08623372
  4     0.15942248     0.12143419
  5     0.17955506     0.19668267
  6     0.13346903     0.16481497
  7     0.12715703     0.13628145
  8     0.08889528     0.10100657
  9     0.09713166     0.07222737
 10     0.07038876     0.04189690
 11     0.03812165     0.02277488
 12     0.01402620     0.01598579
 13     0.00727746     0.00437865
 14     0.00236300     0.00104167
 15     0.00000000     0.00326258
 16     0.00000000     0.00222091
