 #J,GB,HB
  1     0.00011244     0.00106749
  2     0.03605703     0.03608250
  3     0.13510669     0.12181431
  4     0.20262966     0.18788717
  5     0.13206513     0.18785356
  6     0.18784908     0.16828487
  7     0.13346398     0.12673169
  8     0.07732768     0.07787338
  9     0.03191425     0.04093680
 10     0.02427688     0.02362551
 11     0.00946450     0.01378844
 12     0.01025984     0.00806739
 13     0.00242389     0.00246820
 14     0.00000764     0.00178588
 15     0.00007880     0.00034153
 16     0.00000613     0.00035311
