 #J,GB,HB
  1     0.00000000     0.00059242
  2     0.04446658     0.02976824
  3     0.04627774     0.08982710
  4     0.25063544     0.16939882
  5     0.16262514     0.17196088
  6     0.12359578     0.17785558
  7     0.15128361     0.13839058
  8     0.10391777     0.09959754
  9     0.04258664     0.04696811
 10     0.01627140     0.03179478
 11     0.04077744     0.02152725
 12     0.01307379     0.01004227
 13     0.00000190     0.00248643
 14     0.00003093     0.00426369
 15     0.00154985     0.00124687
 16     0.00000000     0.00065445
